end_date,link,location,name,season,start_date,tour,year,tid
Mar 18 2001,https://www.europeantour.com//europeantour/season=2001/tournamentid=2001012/leaderboard/index.html,"Clube de Golf do Santo da Serra, Madeira, Portugal",MadeiraIslandOpen,2001,Mar 15 2001,Euro,2001,MadeiraIslandOpenEuro2001
Mar 25 2001,https://www.europeantour.com//europeantour/season=2001/tournamentid=2001013/leaderboard/index.html,"São Paulo GC, São Paulo, Brazil",SaoPauloBrazilOpen,2001,Mar 22 2001,Euro,2001,SaoPauloBrazilOpenEuro2001
Apr 01 2001,https://www.europeantour.com//europeantour/season=2001/tournamentid=2001014/leaderboard/index.html,"The Jockey Club, Buenos Aires, Argentina",OpendeArgentina,2001,Mar 29 2001,Euro,2001,OpendeArgentinaEuro2001
Apr 08 2001,https://www.europeantour.com//europeantour/season=2001/tournamentid=2001015/leaderboard/index.html,"Augusta National GC, Augusta, Georgia, USA",MastersTournament,2001,Apr 05 2001,Euro,2001,MastersTournamentEuro2001
Apr 15 2001,https://www.europeantour.com//europeantour/season=2001/tournamentid=2001016/leaderboard/index.html,"Royal Golf Dar Es Salam, Rabat, Morocco",MoroccanOpen,2001,Apr 12 2001,Euro,2001,MoroccanOpenEuro2001
Dec 02 2001,https://www.europeantour.com//europeantour/season=2002/tournamentid=2001088/leaderboard/index.html,"Hong Kong GC, Fanling, Hong Kong",OmegaHongKongOpen,2002,Nov 29 2001,Euro,2001,OmegaHongKongOpenEuro2002
Jan 13 2002,https://www.europeantour.com//europeantour/season=2002/tournamentid=2002002/leaderboard/index.html,"The Country Club, Durban, South Africa",Bell'sSouthAfricanOpen,2002,Jan 10 2002,Euro,2002,Bell'sSouthAfricanOpenEuro2002
Jan 20 2002,https://www.europeantour.com//europeantour/season=2002/tournamentid=2002003/leaderboard/index.html,"Houghton GC, Johannesburg, South Africa",dunhillchampionship,2002,Jan 17 2002,Euro,2002,dunhillchampionshipEuro2002
Jan 27 2002,https://www.europeantour.com//europeantour/season=2002/tournamentid=2002004/leaderboard/index.html,"Lake Karrinyup CC, Perth, Australia",JohnnieWalkerClassic,2002,Jan 24 2002,Euro,2002,JohnnieWalkerClassicEuro2002
Feb 03 2002,https://www.europeantour.com//europeantour/season=2002/tournamentid=2002005/leaderboard/index.html,"Royal Melbourne GC, Victoria, Australia",HeinekenClassic,2002,Jan 31 2002,Euro,2002,HeinekenClassicEuro2002
Feb 10 2002,https://www.europeantour.com//europeantour/season=2002/tournamentid=2002006/leaderboard/index.html,"The Lakes GC, Sydney, Australia",ANZChampionship,2002,Feb 07 2002,Euro,2002,ANZChampionshipEuro2002
Apr 22 2001,https://www.europeantour.com//europeantour/season=2001/tournamentid=2001020/leaderboard/index.html,"Parador de El Saler, Valencia, Spain",ViaDigitalOpendeEspaña,2001,Apr 19 2001,Euro,2001,ViaDigitalOpendeEspañaEuro2001
Apr 29 2001,https://www.europeantour.com//europeantour/season=2001/tournamentid=2001018/leaderboard/index.html,"Quinta do Lago, Algarve, Portugal",AlgarveOpendePortugal,2001,Apr 26 2001,Euro,2001,AlgarveOpendePortugalEuro2001
May 06 2001,https://www.europeantour.com//europeantour/season=2001/tournamentid=2001022/leaderboard/index.html,"Golf Club de Lyon, Villette d'Anthon, France",NovotelPerrierOpendeFrance,2001,May 03 2001,Euro,2001,NovotelPerrierOpendeFranceEuro2001
May 13 2001,https://www.europeantour.com//europeantour/season=2001/tournamentid=2001024/leaderboard/index.html,"The Belfry, Sutton Coldfield, England",BensonandHedgesInternationalOpen,2001,May 10 2001,Euro,2001,BensonandHedgesInternationalOpenEuro2001
May 20 2001,https://www.europeantour.com//europeantour/season=2001/tournamentid=2001026/leaderboard/index.html,"Golf Club St Leon-Rot, Heidelberg, Germany",DeutscheBank-SAPOpenTPCofEurope,2001,May 17 2001,Euro,2001,DeutscheBank-SAPOpenTPCofEuropeEuro2001
May 28 2001,https://www.europeantour.com//europeantour/season=2001/tournamentid=2001028/leaderboard/index.html,"Wentworth Golf Club, Virginia Water, Surrey, England",VolvoPGAChampionship,2001,May 25 2001,Euro,2001,VolvoPGAChampionshipEuro2001
Jun 03 2001,https://www.europeantour.com//europeantour/season=2001/tournamentid=2001030/leaderboard/index.html,"Woburn GC, Buckinghamshire, England",VictorChandlerBritishMasters,2001,May 31 2001,Euro,2001,VictorChandlerBritishMastersEuro2001
Jun 10 2001,https://www.europeantour.com//europeantour/season=2001/tournamentid=2001032/leaderboard/index.html,"Forest of Arden Hotel & CC, Coventry, England",CompassGroupEnglishOpen,2001,Jun 07 2001,Euro,2001,CompassGroupEnglishOpenEuro2001
Jun 17 2001,https://www.europeantour.com//europeantour/season=2001/tournamentid=2001034/leaderboard/index.html,"Southern Hills CC, Tulsa, Oklahoma, USA",U.S.Open,2001,Jun 14 2001,Euro,2001,U.S.OpenEuro2001
Feb 24 2002,https://www.europeantour.com//europeantour/season=2002/tournamentid=2002008/leaderboard/index.html,"La Costa Resort & Spa, Carlsbad, CA, USA",WGC-AccentureMatchPlay,2002,Feb 20 2002,Euro,2002,WGC-AccentureMatchPlayEuro2002
Feb 24 2002,https://www.europeantour.com//europeantour/season=2002/tournamentid=2002009/leaderboard/index.html,"Laguna National G&CC, Tampines, Singapore",CaltexSingaporeMasterspresentedbyCarlsberg,2002,Feb 21 2002,Euro,2002,CaltexSingaporeMasterspresentedbyCarlsbergEuro2002
Mar 03 2002,https://www.europeantour.com//europeantour/season=2002/tournamentid=2002010/leaderboard/index.html,"Royal Selangor GC, Kuala Lumpur, Malaysia",CarlsbergMalaysianOpen,2002,Feb 28 2002,Euro,2002,CarlsbergMalaysianOpenEuro2002
Mar 10 2002,https://www.europeantour.com//europeantour/season=2002/tournamentid=2002011/leaderboard/index.html,"Emirates GC, Dubai, United Arab Emirates",DubaiDesertClassic,2002,Mar 07 2002,Euro,2002,DubaiDesertClassicEuro2002
Mar 17 2002,https://www.europeantour.com//europeantour/season=2002/tournamentid=2002012/leaderboard/index.html,"Doha GC, Doha, Qatar",QatarMasters,2002,Mar 14 2002,Euro,2002,QatarMastersEuro2002
Mar 24 2002,https://www.europeantour.com//europeantour/season=2002/tournamentid=2002013/leaderboard/index.html,"Clube de Golf do Santo da Serra, Madeira, Portugal",MadeiraIslandOpen,2002,Mar 21 2002,Euro,2002,MadeiraIslandOpenEuro2002
Jun 24 2001,https://www.europeantour.com//europeantour/season=2001/tournamentid=2001036/leaderboard/index.html,"De Vere Slaley Hall, Hexham, England",GreatNorthOpen,2001,Jun 21 2001,Euro,2001,GreatNorthOpenEuro2001
Jul 01 2001,https://www.europeantour.com//europeantour/season=2001/tournamentid=2001038/leaderboard/index.html,"Fota Island Resort, Co. Cork, Republic of Ireland",Murphy'sIrishOpen,2001,Jun 28 2001,Euro,2001,Murphy'sIrishOpenEuro2001
Jul 08 2001,https://www.europeantour.com//europeantour/season=2001/tournamentid=2001040/leaderboard/index.html,"The K Club, Straffan, Co. Kildare, Republic of Ireland",SmurfitEuropeanOpen,2001,Jul 05 2001,Euro,2001,SmurfitEuropeanOpenEuro2001
Jul 15 2001,https://www.europeantour.com//europeantour/season=2001/tournamentid=2001042/leaderboard/index.html,"Loch Lomond GC, Glasgow, Scotland",ScottishOpenatLochLomond,2001,Jul 12 2001,Euro,2001,ScottishOpenatLochLomondEuro2001
Jul 22 2001,https://www.europeantour.com//europeantour/season=2001/tournamentid=2001044/leaderboard/index.html,"Royal Lytham & St. Annes, Lytham, England",130thOpenChampionship,2001,Jul 19 2001,Euro,2001,130thOpenChampionshipEuro2001
Jul 29 2001,https://www.europeantour.com//europeantour/season=2001/tournamentid=2001046/leaderboard/index.html,"Noordwijkse GC, Noordwijk, Netherlands",TNTOpen,2001,Jul 26 2001,Euro,2001,TNTOpenEuro2001
Apr 07 2002,https://www.europeantour.com//europeantour/season=2002/tournamentid=2002015/leaderboard/index.html,"Vale do Lobo, Algarve, Portugal",AlgarveOpendePortugal,2002,Apr 04 2002,Euro,2002,AlgarveOpendePortugalEuro2002
Apr 14 2002,https://www.europeantour.com//europeantour/season=2002/tournamentid=2002016/leaderboard/index.html,"Augusta National GC, Augusta, Georgia, USA",MastersTournament,2002,Apr 11 2002,Euro,2002,MastersTournamentEuro2002
Apr 21 2002,https://www.europeantour.com//europeantour/season=2002/tournamentid=2002017/leaderboard/index.html,"Druids Glen Golf Resort, Co. Wicklow, Republic of Ireland",SeveTrophy,2002,Apr 19 2002,Euro,2002,SeveTrophyEuro2002
Apr 28 2002,https://www.europeantour.com//europeantour/season=2002/tournamentid=2002018/leaderboard/index.html,"El Cortijo Club de Campo, Gran Canaria, Spain",CanariasOpendeEspaña,2002,Apr 25 2002,Euro,2002,CanariasOpendeEspañaEuro2002
May 05 2002,https://www.europeantour.com//europeantour/season=2002/tournamentid=2002020/leaderboard/index.html,"Le Golf National, Paris, France",NovotelPerrierOpendeFrance,2002,May 02 2002,Euro,2002,NovotelPerrierOpendeFranceEuro2002
May 12 2002,https://www.europeantour.com//europeantour/season=2002/tournamentid=2002022/leaderboard/index.html,"The Belfry, Sutton Coldfield, England",BensonandHedgesInternationalOpen,2002,May 09 2002,Euro,2002,BensonandHedgesInternationalOpenEuro2002
May 20 2002,https://www.europeantour.com//europeantour/season=2002/tournamentid=2002024/leaderboard/index.html,"Golf Club St Leon-Rot, Heidelberg, Germany",DeutscheBank-SAPOpenTPCofEurope,2002,May 17 2002,Euro,2002,DeutscheBank-SAPOpenTPCofEuropeEuro2002
May 26 2002,https://www.europeantour.com//europeantour/season=2002/tournamentid=2002026/leaderboard/index.html,"Wentworth Golf Club, Virginia Water, Surrey, England",VolvoPGAChampionship,2002,May 23 2002,Euro,2002,VolvoPGAChampionshipEuro2002
Aug 05 2001,https://www.europeantour.com//europeantour/season=2001/tournamentid=2001048/leaderboard/index.html,"Barsebäck G&CC, Malmö, Sweden",VolvoScandinavianMasters,2001,Aug 02 2001,Euro,2001,VolvoScandinavianMastersEuro2001
Aug 12 2001,https://www.europeantour.com//europeantour/season=2001/tournamentid=2001050/leaderboard/index.html,"The Celtic Manor Resort, City of Newport, Wales",CelticManorResortWalesOpen,2001,Aug 09 2001,Euro,2001,CelticManorResortWalesOpenEuro2001
Aug 19 2001,https://www.europeantour.com//europeantour/season=2001/tournamentid=2001052/leaderboard/index.html,"Atlanta Athletic Club, John's Creek, Georgia, USA",USPGAChampionship,2001,Aug 16 2001,Euro,2001,USPGAChampionshipEuro2001
Aug 19 2001,https://www.europeantour.com//europeantour/season=2001/tournamentid=2001054/leaderboard/index.html,"Slieve Russell Hotel G&CC, Co. Cavan, Republic of Ireland",NorthWestofIrelandOpen,2001,Aug 16 2001,Euro,2001,NorthWestofIrelandOpenEuro2001
Aug 26 2001,https://www.europeantour.com//europeantour/season=2001/tournamentid=2001056/leaderboard/index.html,"Firestone CC, Akron, Ohio, USA",WGC-NECInvitational,2001,Aug 23 2001,Euro,2001,WGC-NECInvitationalEuro2001
Aug 26 2001,https://www.europeantour.com//europeantour/season=2001/tournamentid=2001058/leaderboard/index.html,"The Gleneagles Hotel, Perthshire, Scotland",GleneaglesScottishPGAChampionship,2001,Aug 23 2001,Euro,2001,GleneaglesScottishPGAChampionshipEuro2001
Sep 02 2001,https://www.europeantour.com//europeantour/season=2001/tournamentid=2001060/leaderboard/index.html,"Golfclub München Eichenried, Eichenried, Munich, Germany",BMWInternationalOpen,2001,Aug 30 2001,Euro,2001,BMWInternationalOpenEuro2001
Sep 09 2001,https://www.europeantour.com//europeantour/season=2001/tournamentid=2001062/leaderboard/index.html,"Crans-sur-Sierre GC, Crans Montana, Switzerland",OmegaEuropeanMasters,2001,Sep 06 2001,Euro,2001,OmegaEuropeanMastersEuro2001
Jun 02 2002,https://www.europeantour.com//europeantour/season=2002/tournamentid=2002028/leaderboard/index.html,"Woburn GC, Buckinghamshire, England",VictorChandlerBritishMasters,2002,May 30 2002,Euro,2002,VictorChandlerBritishMastersEuro2002
Jun 09 2002,https://www.europeantour.com//europeantour/season=2002/tournamentid=2002030/leaderboard/index.html,"Forest of Arden Hotel & CC, Coventry, England",CompassGroupEnglishOpen,2002,Jun 06 2002,Euro,2002,CompassGroupEnglishOpenEuro2002
Jun 16 2002,https://www.europeantour.com//europeantour/season=2002/tournamentid=2002032/leaderboard/index.html,"Bethpage State Park, Farmingdale, New York, USA",U.S.Open,2002,Jun 13 2002,Euro,2002,U.S.OpenEuro2002
Jun 23 2002,https://www.europeantour.com//europeantour/season=2002/tournamentid=2002034/leaderboard/index.html,"De Vere Slaley Hall, Hexham, England",GreatNorthOpen,2002,Jun 20 2002,Euro,2002,GreatNorthOpenEuro2002
Jun 30 2002,https://www.europeantour.com//europeantour/season=2002/tournamentid=2002036/leaderboard/index.html,"Fota Island Resort, Co. Cork, Republic of Ireland",Murphy'sIrishOpen,2002,Jun 27 2002,Euro,2002,Murphy'sIrishOpenEuro2002
Jul 07 2002,https://www.europeantour.com//europeantour/season=2002/tournamentid=2002038/leaderboard/index.html,"The K Club, Straffan, Co. Kildare, Republic of Ireland",SmurfitEuropeanOpen,2002,Jul 04 2002,Euro,2002,SmurfitEuropeanOpenEuro2002
Jul 14 2002,https://www.europeantour.com//europeantour/season=2002/tournamentid=2002040/leaderboard/index.html,"Loch Lomond GC, Glasgow, Scotland",BarclaysScottishOpen,2002,Jul 11 2002,Euro,2002,BarclaysScottishOpenEuro2002
Sep 16 2001,https://www.europeantour.com//europeantour/season=2001/tournamentid=2001064/leaderboard/index.html,"Bellerive CC, St. Louis, Missouri, USA",WGC-AmericanExpressChampionship-Cancelled,2001,Sep 13 2001,Euro,2001,WGC-AmericanExpressChampionship-CancelledEuro2001
Sep 23 2001,https://www.europeantour.com//europeantour/season=2001/tournamentid=2001066/leaderboard/index.html,"Saint-Nom-La-Bretèche, Paris, France",TrophéeLancôme,2001,Sep 20 2001,Euro,2001,TrophéeLancômeEuro2001
Oct 07 2001,https://www.europeantour.com//europeantour/season=2001/tournamentid=2001070/leaderboard/index.html,"Golf Club Gut Lärchenhof, Cologne, Germany",LindeGermanMasters,2001,Oct 04 2001,Euro,2001,LindeGermanMastersEuro2001
Oct 14 2001,https://www.europeantour.com//europeantour/season=2001/tournamentid=2001072/leaderboard/index.html,"Golf de Cannes Mougins, Cannes, France",CannesOpen,2001,Oct 11 2001,Euro,2001,CannesOpenEuro2001
Oct 14 2001,https://www.europeantour.com//europeantour/season=2001/tournamentid=2001074/leaderboard/index.html,"Wentworth Golf Club, Virginia Water, Surrey, England",CiscoWorldMatchPlayChampionship*,2001,Oct 11 2001,Euro,2001,CiscoWorldMatchPlayChampionship*Euro2001
Oct 21 2001,https://www.europeantour.com//europeantour/season=2001/tournamentid=2001076/leaderboard/index.html,"Old Course St. Andrews, Carnoustie & Kingsbarns, Scotland, Scotland",DunhillLinksChampionship,2001,Oct 18 2001,Euro,2001,DunhillLinksChampionshipEuro2001
Oct 28 2001,https://www.europeantour.com//europeantour/season=2001/tournamentid=2001078/leaderboard/index.html,"Club de Campo Villa de Madrid, Madrid, Spain",TelefonicaOpendeMadrid,2001,Oct 25 2001,Euro,2001,TelefonicaOpendeMadridEuro2001
Nov 04 2001,https://www.europeantour.com//europeantour/season=2001/tournamentid=2001080/leaderboard/index.html,"Is Molas Resort, Sardinia, Italy",AtlanetItalianOpen,2001,Nov 01 2001,Euro,2001,AtlanetItalianOpenEuro2001
Jul 21 2002,https://www.europeantour.com//europeantour/season=2002/tournamentid=2002042/leaderboard/index.html,"Muirfield, Gullane, East Lothian, Scotland",131stOpenChampionship,2002,Jul 18 2002,Euro,2002,131stOpenChampionshipEuro2002
Jul 28 2002,https://www.europeantour.com//europeantour/season=2002/tournamentid=2002044/leaderboard/index.html,"Hilversumsche GC, Hilversum, Netherlands",TNTOpen,2002,Jul 25 2002,Euro,2002,TNTOpenEuro2002
Aug 04 2002,https://www.europeantour.com//europeantour/season=2002/tournamentid=2002046/leaderboard/index.html,"Kungsangen GC, Stockholm, Sweden",VolvoScandinavianMasters,2002,Aug 01 2002,Euro,2002,VolvoScandinavianMastersEuro2002
Aug 11 2002,https://www.europeantour.com//europeantour/season=2002/tournamentid=2002048/leaderboard/index.html,"The Celtic Manor Resort, City of Newport, Wales",CelticManorResortWalesOpen,2002,Aug 08 2002,Euro,2002,CelticManorResortWalesOpenEuro2002
Aug 18 2002,https://www.europeantour.com//europeantour/season=2002/tournamentid=2002050/leaderboard/index.html,"Ballyliffin GC, Co. Donegal, Republic of Ireland",NorthWestofIrelandOpen,2002,Aug 15 2002,Euro,2002,NorthWestofIrelandOpenEuro2002
Aug 18 2002,https://www.europeantour.com//europeantour/season=2002/tournamentid=2002052/leaderboard/index.html,"Hazeltine National GC, Chaska, Minnesota, USA",USPGAChampionship,2002,Aug 15 2002,Euro,2002,USPGAChampionshipEuro2002
Aug 25 2002,https://www.europeantour.com//europeantour/season=2002/tournamentid=2002054/leaderboard/index.html,"The Gleneagles Hotel, Perthshire, Scotland",DiageoScottishPGAChampionship,2002,Aug 22 2002,Euro,2002,DiageoScottishPGAChampionshipEuro2002
Nov 11 2001,https://www.europeantour.com//europeantour/season=2001/tournamentid=2001082/leaderboard/index.html,"Montecastillo Golf Resort, Jerez, Spain",VolvoMastersAndalucia,2001,Nov 08 2001,Euro,2001,VolvoMastersAndaluciaEuro2001
Nov 18 2001,https://www.europeantour.com//europeantour/season=2001/tournamentid=2001084/leaderboard/index.html,"The Taiheiyo Club, Gotemba, Japan",WGC-EMCWorldCup*,2001,Nov 15 2001,Euro,2001,WGC-EMCWorldCup*Euro2001
Aug 25 2002,https://www.europeantour.com//europeantour/season=2002/tournamentid=2002056/leaderboard/index.html,"Sahalee CC, Seattle, Washington, USA",WGC-NECInvitational,2002,Aug 22 2002,Euro,2002,WGC-NECInvitationalEuro2002
Sep 01 2002,https://www.europeantour.com//europeantour/season=2002/tournamentid=2002058/leaderboard/index.html,"Golfclub München Eichenried, Eichenried, Munich, Germany",BMWInternationalOpen,2002,Aug 29 2002,Euro,2002,BMWInternationalOpenEuro2002
Sep 08 2002,https://www.europeantour.com//europeantour/season=2002/tournamentid=2002060/leaderboard/index.html,"Crans-sur-Sierre GC, Crans Montana, Switzerland",OmegaEuropeanMasters,2002,Sep 05 2002,Euro,2002,OmegaEuropeanMastersEuro2002
Sep 15 2002,https://www.europeantour.com//europeantour/season=2002/tournamentid=2002062/leaderboard/index.html,"Golf Club Gut Lärchenhof, Cologne, Germany",LindeGermanMasters,2002,Sep 12 2002,Euro,2002,LindeGermanMastersEuro2002
Sep 22 2002,https://www.europeantour.com//europeantour/season=2002/tournamentid=2002064/leaderboard/index.html,"Mount Juliet CC, Thomastown, Co Kilkenny, Republic of Ireland",WGC-AmericanExpressChampionship,2002,Sep 19 2002,Euro,2002,WGC-AmericanExpressChampionshipEuro2002
Sep 29 2002,https://www.europeantour.com//rydercup/history/leaderboard/index.html,"The Belfry, Sutton Coldfield, England",THE2002RYDERCUP,2002,Sep 27 2002,Euro,2002,THE2002RYDERCUPEuro2002
Oct 06 2002,https://www.europeantour.com//europeantour/season=2002/tournamentid=2002068/leaderboard/index.html,"Old Course St. Andrews, Carnoustie & Kingsbarns, Scotland, Scotland",dunhilllinkschampionship,2002,Oct 03 2002,Euro,2002,dunhilllinkschampionshipEuro2002
Oct 13 2002,https://www.europeantour.com//europeantour/season=2002/tournamentid=2002070/leaderboard/index.html,"Saint-Nom-La-Bretèche, Paris, France",TrophéeLancôme,2002,Oct 10 2002,Euro,2002,TrophéeLancômeEuro2002
Oct 20 2002,https://www.europeantour.com//europeantour/season=2002/tournamentid=2002072/leaderboard/index.html,"Wentworth Golf Club, Virginia Water, Surrey, England",CiscoWorldMatchPlayChampionship*,2002,Oct 17 2002,Euro,2002,CiscoWorldMatchPlayChampionship*Euro2002
Oct 27 2002,https://www.europeantour.com//europeantour/season=2002/tournamentid=2002074/leaderboard/index.html,"Club de Campo Villa de Madrid, Madrid, Spain",TelefonicaOpendeMadrid,2002,Oct 24 2002,Euro,2002,TelefonicaOpendeMadridEuro2002
Nov 03 2002,https://www.europeantour.com//europeantour/season=2002/tournamentid=2002076/leaderboard/index.html,"Olgiata GC, Rome, Italy",ItalianOpenTelecomItalia,2002,Oct 31 2002,Euro,2002,ItalianOpenTelecomItaliaEuro2002
Nov 10 2002,https://www.europeantour.com//europeantour/season=2002/tournamentid=2002078/leaderboard/index.html,"Real Club Valderrama, Sotogrande, Spain",VolvoMastersAndalucia,2002,Nov 07 2002,Euro,2002,VolvoMastersAndaluciaEuro2002
Nov 10 2002,https://www.europeantour.com//europeantour/season=2002/tournamentid=2002078/leaderboard/index.html,"Real Club Valderrama, Sotogrande, Spain",VolvoMastersAndalucia,2002,Nov 07 2002,Euro,2002,VolvoMastersAndaluciaEuro2002
Dec 15 2002,https://www.europeantour.com//europeantour/season=2002/tournamentid=2002082/leaderboard/index.html,"Vista Vallarta, Puerto Vallarta, Mexico",WGC-EMC2WorldCup*,2002,Dec 12 2002,Euro,2002,WGC-EMC2WorldCup*Euro2002
Dec 15 2002,https://www.europeantour.com//europeantour/season=2002/tournamentid=2002082/leaderboard/index.html,"Vista Vallarta, Puerto Vallarta, Mexico",WGC-EMC2WorldCup*,2002,Dec 12 2002,Euro,2002,WGC-EMC2WorldCup*Euro2002
Dec 07 2003,https://www.europeantour.com//europeantour/season=2004/tournamentid=2003080/leaderboard/index.html,"Hong Kong GC, Fanling, Hong Kong",OmegaHongKongOpen,2004,Dec 04 2003,Euro,2003,OmegaHongKongOpenEuro2004
Jan 18 2004,https://www.europeantour.com//europeantour/season=2004/tournamentid=2004002/leaderboard/index.html,"Erinvale GC, Cape Town, South Africa",SouthAfricanAirwaysOpen,2004,Jan 15 2004,Euro,2004,SouthAfricanAirwaysOpenEuro2004
Jan 25 2004,https://www.europeantour.com//europeantour/season=2004/tournamentid=2004003/leaderboard/index.html,"Houghton GC, Johannesburg, South Africa",dunhillchampionship,2004,Jan 22 2004,Euro,2004,dunhillchampionshipEuro2004
Feb 01 2004,https://www.europeantour.com//europeantour/season=2004/tournamentid=2004004/leaderboard/index.html,"Alpine Golf & Sports Club, Bangkok, Thailand",JohnnieWalkerClassic,2004,Jan 29 2004,Euro,2004,JohnnieWalkerClassicEuro2004
Feb 08 2004,https://www.europeantour.com//europeantour/season=2004/tournamentid=2004005/leaderboard/index.html,"Royal Melbourne GC, Victoria, Australia",HeinekenClassic,2004,Feb 05 2004,Euro,2004,HeinekenClassicEuro2004
Feb 15 2004,https://www.europeantour.com//europeantour/season=2004/tournamentid=2004006/leaderboard/index.html,"Horizons Golf Resort, Port Stevens, Australia",ANZChampionship,2004,Feb 12 2004,Euro,2004,ANZChampionshipEuro2004
Feb 22 2004,https://www.europeantour.com//europeantour/season=2004/tournamentid=2004007/leaderboard/index.html,"Saujana G&CC, Kuala Lumpur, Malaysia",CarlsbergMalaysianOpen,2004,Feb 19 2004,Euro,2004,CarlsbergMalaysianOpenEuro2004
Feb 29 2004,https://www.europeantour.com//europeantour/season=2004/tournamentid=2004008/leaderboard/index.html,"La Costa Resort & Spa, Carlsbad, CA, USA",WGC-AccentureMatchPlay,2004,Feb 25 2004,Euro,2004,WGC-AccentureMatchPlayEuro2004
Mar 07 2004,https://www.europeantour.com//europeantour/season=2004/tournamentid=2004009/leaderboard/index.html,"Emirates GC, Dubai, United Arab Emirates",DubaiDesertClassic,2004,Mar 04 2004,Euro,2004,DubaiDesertClassicEuro2004
Mar 14 2004,https://www.europeantour.com//europeantour/season=2004/tournamentid=2004010/leaderboard/index.html,"Doha GC, Doha, Qatar",QatarMasters,2004,Mar 11 2004,Euro,2004,QatarMastersEuro2004
Mar 21 2004,https://www.europeantour.com//europeantour/season=2004/tournamentid=2004011/leaderboard/index.html,"Laguna National G&CC, Tampines, Singapore",CaltexMasterspresentedbyCarlsberg-Singapore2004,2004,Mar 18 2004,Euro,2004,CaltexMasterspresentedbyCarlsberg-Singapore2004Euro2004
Mar 28 2004,https://www.europeantour.com//europeantour/season=2004/tournamentid=2004012/leaderboard/index.html,"Clube de Golf do Santo da Serra, Madeira, Portugal",MadeiraIslandOpen,2004,Mar 25 2004,Euro,2004,MadeiraIslandOpenEuro2004
Apr 04 2004,https://www.europeantour.com//europeantour/season=2004/tournamentid=2004013/leaderboard/index.html,"Le Meridien Penina Golf & Resort, Portimao, Portugal",AlgarveOpendePortugalCaixaGeraldeDepositos,2004,Apr 01 2004,Euro,2004,AlgarveOpendePortugalCaixaGeraldeDepositosEuro2004
Apr 11 2004,https://www.europeantour.com//europeantour/season=2004/tournamentid=2004014/leaderboard/index.html,"Augusta National GC, Augusta, Georgia, USA",MastersTournament,2004,Apr 08 2004,Euro,2004,MastersTournamentEuro2004
Apr 18 2004,https://www.europeantour.com//europeantour/season=2004/tournamentid=2004015/leaderboard/index.html,"Real Club de Golf de Sevilla, Seville, Spain",OpendeSevilla,2004,Apr 15 2004,Euro,2004,OpendeSevillaEuro2004
Apr 25 2004,https://www.europeantour.com//europeantour/season=2004/tournamentid=2004016/leaderboard/index.html,"Fuerteventura GC, Canary Islands, Spain",CanariasOpendeEspaña,2004,Apr 22 2004,Euro,2004,CanariasOpendeEspañaEuro2004
May 02 2004,https://www.europeantour.com//europeantour/season=2004/tournamentid=2004017/leaderboard/index.html,"Castello di Tolcinasco G&CC, Milan, Italy",61stTelecomItaliaOpen,2004,Apr 29 2004,Euro,2004,61stTelecomItaliaOpenEuro2004
May 09 2004,https://www.europeantour.com//europeantour/season=2004/tournamentid=2004019/leaderboard/index.html,"Forest of Arden Hotel & CC, Coventry, England",DailyTelegraphDamovoBritishMasters,2004,May 06 2004,Euro,2004,DailyTelegraphDamovoBritishMastersEuro2004
May 16 2004,https://www.europeantour.com//europeantour/season=2004/tournamentid=2004021/leaderboard/index.html,"Tomson Shanghai Pudong GC, Shanghai, China PR",BMWAsianOpen,2004,May 13 2004,Euro,2004,BMWAsianOpenEuro2004
May 23 2004,https://www.europeantour.com//europeantour/season=2004/tournamentid=2004023/leaderboard/index.html,"Golf Club St Leon-Rot, Heidelberg, Germany",DeutscheBank-SAPOpenTPCofEurope,2004,May 20 2004,Euro,2004,DeutscheBank-SAPOpenTPCofEuropeEuro2004
May 30 2004,https://www.europeantour.com//europeantour/season=2004/tournamentid=2004025/leaderboard/index.html,"Wentworth Golf Club, Virginia Water, Surrey, England",VolvoPGAChampionship,2004,May 27 2004,Euro,2004,VolvoPGAChampionshipEuro2004
Jun 06 2004,https://www.europeantour.com//europeantour/season=2004/tournamentid=2004027/leaderboard/index.html,"The Celtic Manor Resort, City of Newport, Wales",CelticManorWalesOpen,2004,Jun 03 2004,Euro,2004,CelticManorWalesOpenEuro2004
Jun 13 2004,https://www.europeantour.com//europeantour/season=2004/tournamentid=2004029/leaderboard/index.html,"The Gleneagles Hotel, Perthshire, Scotland",DiageoChampionshipatGleneagles,2004,Jun 10 2004,Euro,2004,DiageoChampionshipatGleneaglesEuro2004
Jun 20 2004,https://www.europeantour.com//europeantour/season=2004/tournamentid=2004033/leaderboard/index.html,"Shinnecock Hills GC, Southampton, New York, USA",U.S.Open,2004,Jun 17 2004,Euro,2004,U.S.OpenEuro2004
Jun 20 2004,https://www.europeantour.com//europeantour/season=2004/tournamentid=2004031/leaderboard/index.html,"Aa Saint-Omer GC, Lumbres, France",AaStOmerOpen,2004,Jun 17 2004,Euro,2004,AaStOmerOpenEuro2004
Jun 27 2004,https://www.europeantour.com//europeantour/season=2004/tournamentid=2004035/leaderboard/index.html,"Le Golf National, Paris, France",OpendeFrance,2004,Jun 24 2004,Euro,2004,OpendeFranceEuro2004
