end_date,link,location,name,season,start_date,tour,year,tid
Feb 10 2008,https://www.pgatour.com/tournaments/at-t-pebble-beach-pro-am/past-results.2008.html,"Pebble Beach GL, Pebble Beach, California",AT&TPebbleBeachNationalPro-Am,2008,Feb 7 2008,PGA,2008,AT&TPebbleBeachNationalPro-AmPGA2008
Feb 17 2008,https://www.pgatour.com/tournaments/genesis-open/past-results.2008.html,"Riviera CC, Pacific Palisades, California",NorthernTrustOpen,2008,Feb 14 2008,PGA,2008,NorthernTrustOpenPGA2008
Feb 24 2008,https://www.pgatour.com/tournaments/wgc-dell-technologies-match-play/past-results.2008.html,"The Gallery at Dove Mountain, Marana, Arizona",WorldGolfChampionships-AccentureMatchPlayChampionship,2008,Feb 20 2008,PGA,2008,WorldGolfChampionships-AccentureMatchPlayChampionshipPGA2008
Feb 24 2008,https://www.pgatour.com/tournaments/mayakoba-golf-classic/past-results.2008.html,"El Camaleon GC, Riviera Maya,  ",MayakobaGolfClassicatRivieraMaya-Cancun,2008,Feb 21 2008,PGA,2008,MayakobaGolfClassicatRivieraMaya-CancunPGA2008
Mar 2 2008,https://www.pgatour.com/tournaments/the-honda-classic/past-results.2008.html,"PGA National (Champion), Palm Beach Gardens, Florida",TheHondaClassic,2008,Feb 28 2008,PGA,2008,TheHondaClassicPGA2008
Mar 9 2008,https://www.pgatour.com/tournaments/valspar-championship/past-results.2008.html,"Innisbrook Resort (Copperhead), Palm Harbor, Florida",PODSChampionship,2008,Mar 6 2008,PGA,2008,PODSChampionshipPGA2008
Mar 16 2008,https://www.pgatour.com/tournaments/arnold-palmer-invitational-presented-by-mastercard/past-results.2008.html,"Bay Hill Club & Lodge, Orlando, Florida",ArnoldPalmerInvitationalpresentedbyMasterCard,2008,Mar 13 2008,PGA,2008,ArnoldPalmerInvitationalpresentedbyMasterCardPGA2008
Mar 23 2008,https://www.pgatour.com/tournaments/puerto-rico-open/past-results.2008.html,"Trump International GC (PR), Rio Grande,  Puerto Rico",PuertoRicoOpenpresentedbyBancoPopular,2008,Mar 20 2008,PGA,2008,PuertoRicoOpenpresentedbyBancoPopularPGA2008
Mar 23 2008,https://www.pgatour.com/tournaments/wgc-mexico-championship/en/past-results.2008.html,"Doral Golf Resort and Spa, Miami, Florida",WorldGolfChampionships-CAChampionship,2008,Mar 20 2008,PGA,2008,WorldGolfChampionships-CAChampionshipPGA2008
Mar 25 2008,,"Isleworth G&CC, Windermere, Florida",TavistockCup,2008,Mar 24 2008,PGA,2008,TavistockCupPGA2008
Mar 30 2008,https://www.pgatour.com/tournaments/zurich-classic-of-new-orleans/past-results.2008.html,"TPC Louisiana, Avondale, Louisiana",ZurichClassicofNewOrleans,2008,Mar 27 2008,PGA,2008,ZurichClassicofNewOrleansPGA2008
Apr 6 2008,https://www.pgatour.com/tournaments/houston-open/past-results.2008.html,"Redstone GC (Tournament), Humble, Texas",ShellHoustonOpen,2008,Apr 3 2008,PGA,2008,ShellHoustonOpenPGA2008
Apr 13 2008,https://www.pgatour.com/tournaments/masters-tournament/past-results.2008.html,"Augusta National GC, Augusta, Georgia",MastersTournament,2008,Apr 10 2008,PGA,2008,MastersTournamentPGA2008
Apr 20 2008,https://www.pgatour.com/tournaments/rbc-heritage/past-results.2008.html,"Harbour Town GL, Hilton Head, South Carolina",VerizonHeritage,2008,Apr 17 2008,PGA,2008,VerizonHeritagePGA2008
Apr 27 2008,https://www.pgatour.com/tournaments/at-t-byron-nelson/past-results.2008.html,"TPC Four Seasons Resort, Irving, Texas",EDSByronNelsonChampionship,2008,Apr 24 2008,PGA,2008,EDSByronNelsonChampionshipPGA2008
May 4 2008,https://www.pgatour.com/tournaments/wells-fargo-championship/past-results.2008.html,"Quail Hollow Club, Charlotte, North Carolina",WachoviaChampionship,2008,May 1 2008,PGA,2008,WachoviaChampionshipPGA2008
May 11 2008,https://www.theplayers.com/past-results.2008.html,"TPC Sawgrass, Ponte Vedra Beach, Florida",THEPLAYERSChampionship,2008,May 8 2008,PGA,2008,THEPLAYERSChampionshipPGA2008
May 18 2008,,"TPC Sugarloaf, Duluth, Georgia",AT&TClassic,2008,May 15 2008,PGA,2008,AT&TClassicPGA2008
May 25 2008,https://www.pgatour.com/tournaments/charles-schwab-challenge/past-results.2008.html,"Colonial CC, Fort Worth, Texas",CrownePlazaInvitationalatColonial,2008,May 22 2008,PGA,2008,CrownePlazaInvitationalatColonialPGA2008
Jun 1 2008,https://www.pgatour.com/tournaments/the-memorial-tournament-presented-by-nationwide/past-results.2008.html,"Muirfield Village GC, Dublin, Ohio",theMemorialTournamentpresentedbyMorganStanley,2008,May 29 2008,PGA,2008,theMemorialTournamentpresentedbyMorganStanleyPGA2008
Jun 8 2008,https://www.pgatour.com/tournaments/fedex-st-jude-classic/past-results.2008.html,"TPC Southwind, Memphis, Tennessee",StanfordSt.JudeChampionship,2008,Jun 5 2008,PGA,2008,StanfordSt.JudeChampionshipPGA2008
Jun 15 2008,https://www.pgatour.com/tournaments/us-open/past-results.2008.html,"Torrey Pines (South), San Diego, California",U.S.OpenChampionship,2008,Jun 12 2008,PGA,2008,U.S.OpenChampionshipPGA2008
Jun 22 2008,https://www.pgatour.com/tournaments/travelers-championship/past-results.2008.html,"TPC River Highlands, Cromwell, Connecticut",TravelersChampionship,2008,Jun 19 2008,PGA,2008,TravelersChampionshipPGA2008
Jun 24 2008,,"Rhode Island CC, Barrington, Rhode Island",CVS/CaremarkCharityClassic,2008,Jun 22 2008,PGA,2008,CVS/CaremarkCharityClassicPGA2008
Jun 29 2008,,"Warwick Hills G&CC, Grand Blanc, Michigan",BuickOpen,2008,Jun 26 2008,PGA,2008,BuickOpenPGA2008
Jul 6 2008,https://www.pgatour.com/tournaments/quicken-loans-national/past-results.2008.html,"Congressional CC (Blue), Bethesda, Maryland",AT&TNational,2008,Jul 3 2008,PGA,2008,AT&TNationalPGA2008
Jul 13 2008,https://www.pgatour.com/tournaments/john-deere-classic/past-results.2008.html,"TPC Deere Run, Silvis, Illinois",JohnDeereClassic,2008,Jul 10 2008,PGA,2008,JohnDeereClassicPGA2008
Jul 20 2008,,"Brown Deer Park GC, Milwaukee, Wisconsin",U.S.BankChampionshipinMilwaukee,2008,Jul 17 2008,PGA,2008,U.S.BankChampionshipinMilwaukeePGA2008
Jul 20 2008,https://www.pgatour.com/tournaments/the-open-championship/past-results.2008.html,"Royal Birkdale GC, Wishaw, Sutton, Codfield,  England",TheOpenChampionship,2008,Jul 17 2008,PGA,2008,TheOpenChampionshipPGA2008
Jul 27 2008,https://www.pgatour.com/tournaments/rbc-canadian-open/past-results.2008.html,"Glen Abbey GC, Oakville,  Canada",RBCCanadianOpen,2008,Jul 24 2008,PGA,2008,RBCCanadianOpenPGA2008
Aug 3 2008,https://www.pgatour.com/tournaments/barracuda-championship/past-results.2008.html,"Montreux G&CC, Reno, Nevada",LegendsReno-TahoeOpen,2008,Jul 31 2008,PGA,2008,LegendsReno-TahoeOpenPGA2008
Aug 3 2008,https://www.pgatour.com/tournaments/wgc-fedex-st-jude-invitational/past-results.2008.html,"Firestone CC (South), Akron, Ohio",WorldGolfChampionships-BridgestoneInvitational,2008,Jul 31 2008,PGA,2008,WorldGolfChampionships-BridgestoneInvitationalPGA2008
Aug 10 2008,https://www.pgatour.com/tournaments/pga-championship/past-results.2008.html,"Oakland Hills CC (South), Bloomfield Township, Michigan",PGAChampionship,2008,Aug 7 2008,PGA,2008,PGAChampionshipPGA2008
Aug 17 2008,https://www.pgatour.com/tournaments/wyndham-championship/past-results.2008.html,"Sedgefield CC, Greensboro, North Carolina",WyndhamChampionship,2008,Aug 14 2008,PGA,2008,WyndhamChampionshipPGA2008
Aug 24 2008,https://www.pgatour.com/tournaments/the-northern-trust/past-results.2008.html,"Ridgewood CC, Paramus, New Jersey",TheBarclays,2008,Aug 21 2008,PGA,2008,TheBarclaysPGA2008
Sep 1 2008,https://www.pgatour.com/tournaments/dell-technologies-championship/past-results.2008.html,"TPC Boston, Norton, Massachusetts",DeutscheBankChampionship,2008,Aug 29 2008,PGA,2008,DeutscheBankChampionshipPGA2008
Sep 7 2008,https://www.pgatour.com/tournaments/bmw-championship/past-results.2008.html,"Bellerive CC, St. Louis, Missouri",BMWChampionship,2008,Sep 4 2008,PGA,2008,BMWChampionshipPGA2008
Sep 21 2008,https://www.pgatour.com/tournaments/sanderson-farms-championship/past-results.2008.html,"Annandale GC, Madison, Mississippi",VikingClassic,2008,Sep 18 2008,PGA,2008,VikingClassicPGA2008
Sep 21 2008,https://www.pgatour.com/tournaments/ryder-cup/past-results.2008.html,"Valhalla GC, Louisville, Kentucky",RyderCup,2008,Sep 18 2008,PGA,2008,RyderCupPGA2008
Sep 28 2008,https://www.pgatour.com/tournaments/tour-championship/past-results.2008.html,"East Lake GC, Atlanta, Georgia",THETOURChampionshippresentedbyCoca-Cola,2008,Sep 25 2008,PGA,2008,THETOURChampionshippresentedbyCoca-ColaPGA2008
Oct 5 2008,,"Atunyote GC, Verona, New York",TurningStoneResortChampionship,2008,Oct 2 2008,PGA,2008,TurningStoneResortChampionshipPGA2008
Oct 12 2008,https://www.pgatour.com/tournaments/valero-texas-open/past-results.2008.html,"LaCantera GC (Resort), Dorado,  ",ValeroTexasOpen,2008,Oct 9 2008,PGA,2008,ValeroTexasOpenPGA2008
Oct 15 2008,,"The Mid Ocean Club, Hamilton HM GX,  Bermuda",PGAGrandSlam,2008,Oct 14 2008,PGA,2008,PGAGrandSlamPGA2008
Oct 19 2008,https://www.pgatour.com/tournaments/shriners-hospitals-for-children-open/past-results.2008.html,"TPC Summerlin, Las Vegas, Nevada",JustinTimberlakeShrinersHospitalsforChildrenOpen,2008,Oct 16 2008,PGA,2008,JustinTimberlakeShrinersHospitalsforChildrenOpenPGA2008
Oct 26 2008,https://www.pgatour.com/tournaments/safeway-open/past-results.2008.html,"Grayhawk GC (Raptor), Scottsdale, Arizona",Frys.comOpen,2008,Oct 23 2008,PGA,2008,Frys.comOpenPGA2008
Oct 28 2008,,"Cape Kidnappers, Hawke's Bay,  New Zealand",KiwiChallenge,2008,Oct 27 2008,PGA,2008,KiwiChallengePGA2008
Nov 2 2008,,"Hammock Beach (Conservatory), Palm Coast, Florida",GinnsurMerClassic,2008,Oct 30 2008,PGA,2008,GinnsurMerClassicPGA2008
Nov 3 2008,,"Fairmont Turnberry Isle, Aventura, Florida",ADTSkillsChallenge,2008,Nov 3 2008,PGA,2008,ADTSkillsChallengePGA2008
Nov 9 2008,,"Magnolia GC, Lake Buena Vista, Florida",Children'sMiracleNetworkClassicpresentedbyWal-Mart,2008,Nov 6 2008,PGA,2008,Children'sMiracleNetworkClassicpresentedbyWal-MartPGA2008
Nov 11 2008,,"Rio Secco GC, Henderson, Nevada",Wendy's3-TourChallenge,2008,Nov 11 2008,PGA,2008,Wendy's3-TourChallengePGA2008
Nov 30 2008,https://www.pgatour.com/tournaments/isps-handa-melbourne-world-cup-of-golf/past-results.2008.html,"Mission Hills GC (Olazabal), Guangdong,  China",OMEGAMissionHillsWorldCup,2008,Nov 27 2008,PGA,2008,OMEGAMissionHillsWorldCupPGA2008
Nov 30 2008,,"Indian Wells (Celebrity), Indian Wells, California",LGSKINSGAME,2008,Nov 29 2008,PGA,2008,LGSKINSGAMEPGA2008
Dec 8 2008,,"PGA West Stadium Course, La Quinta, California",PGATOURQualifyingTournament,2008,Dec 3 2008,PGA,2008,PGATOURQualifyingTournamentPGA2008
Dec 14 2008,https://www.pgatour.com/tournaments/qbe-shootout/past-results.2008.html,"Tiburon GC, Naples, Florida",MerrillLynchShootout,2008,Dec 12 2008,PGA,2008,MerrillLynchShootoutPGA2008
Dec 21 2008,https://www.pgatour.com/tournaments/hero-world-challenge/past-results.2008.html,"Sherwood CC, Thousand Oaks, California",ChevronWorldChallengepresentedbyBankofAmerica,2008,Dec 18 2008,PGA,2008,ChevronWorldChallengepresentedbyBankofAmericaPGA2008
Oct 18 2015,https://www.pgatour.com/tournaments/safeway-open/past-results.2016.html,"Silverado Resort&Spa (North), Napa, California",Frys.comOpen,2016,Oct 15 2015,PGA,2015,Frys.comOpenPGA2016
Oct 25 2015,https://www.pgatour.com/tournaments/shriners-hospitals-for-children-open/past-results.2016.html,"TPC Summerlin, Las Vegas, Nevada",ShrinersHospitalsforChildrenOpen,2016,Oct 22 2015,PGA,2015,ShrinersHospitalsforChildrenOpenPGA2016
Nov 1 2015,https://www.pgatour.com/tournaments/cimb-classic/past-results.2016.html,"Kuala Lumpur G&CC, Kuala Lumpur,  Malaysia",CIMBClassic,2016,Oct 29 2015,PGA,2015,CIMBClassicPGA2016
Nov 8 2015,https://www.pgatour.com/tournaments/sanderson-farms-championship/past-results.2016.html,"CC of Jackson, Jackson, Mississippi",SandersonFarmsChampionship,2016,Nov 5 2015,PGA,2015,SandersonFarmsChampionshipPGA2016
Nov 8 2015,https://www.pgatour.com/tournaments/wgc-hsbc-champions/past-results.2016.html,"Sheshan International GC, Shanghai,  China",WorldGolfChampionships-HSBCChampions,2016,Nov 5 2015,PGA,2015,WorldGolfChampionships-HSBCChampionsPGA2016
Nov 15 2015,https://www.pgatour.com/tournaments/mayakoba-golf-classic/past-results.2016.html,"El Camaleon GC, Playa del Carmen,  Mexico",OHLClassicatMayakoba,2016,Nov 12 2015,PGA,2015,OHLClassicatMayakobaPGA2016
Nov 22 2015,https://www.pgatour.com/tournaments/the-rsm-classic/past-results.2016.html,"Sea Island Resort (Seaside), Sea Island, Georgia",TheRSMClassic,2016,Nov 19 2015,PGA,2015,TheRSMClassicPGA2016
Dec 6 2015,https://www.pgatour.com/tournaments/hero-world-challenge/past-results.2016.html,"Albany, New Providence,  Bahamas",HeroWorldChallenge,2016,Dec 3 2015,PGA,2015,HeroWorldChallengePGA2016
Dec 12 2015,https://www.pgatour.com/tournaments/qbe-shootout/past-results.2016.html,"Tiburon GC, Naples, Florida",FranklinTempletonShootout,2016,Dec 10 2015,PGA,2015,FranklinTempletonShootoutPGA2016
Jan 10 2016,https://www.pgatour.com/tournaments/sentry-tournament-of-champions/past-results.2016.html,"Plantation Course at Kapalua, Kapalua, Maui, Hawaii",HyundaiTournamentofChampions,2016,Jan 7 2016,PGA,2016,HyundaiTournamentofChampionsPGA2016
Jan 17 2016,https://www.pgatour.com/tournaments/sony-open-in-hawaii/past-results.2016.html,"Waialae CC, Honolulu, Hawaii",SonyOpeninHawaii,2016,Jan 14 2016,PGA,2016,SonyOpeninHawaiiPGA2016
Jan 24 2016,https://www.pgatour.com/tournaments/desert-classic/past-results.2016.html,"PGA WEST TPC Stadium Course, La Quinta, California",CareerBuilderChallengeinpartnershipwiththeClintonFoundation,2016,Jan 21 2016,PGA,2016,CareerBuilderChallengeinpartnershipwiththeClintonFoundationPGA2016
Jan 31 2016,https://www.pgatour.com/tournaments/farmers-insurance-open/past-results.2016.html,"Torrey Pines GC (South), San Diego, California",FarmersInsuranceOpen,2016,Jan 28 2016,PGA,2016,FarmersInsuranceOpenPGA2016
Feb 7 2016,https://www.pgatour.com/tournaments/waste-management-phoenix-open/past-results.2016.html,"TPC Scottsdale, Scottsdale, Arizona",WasteManagementPhoenixOpen,2016,Feb 4 2016,PGA,2016,WasteManagementPhoenixOpenPGA2016
Feb 14 2016,https://www.pgatour.com/tournaments/at-t-pebble-beach-pro-am/past-results.2016.html,"Pebble Beach GL, Pebble Beach, California",AT&TPebbleBeachPro-Am,2016,Feb 11 2016,PGA,2016,AT&TPebbleBeachPro-AmPGA2016
Feb 21 2016,https://www.pgatour.com/tournaments/genesis-open/past-results.2016.html,"Riviera CC, Pacific Palisades, California",NorthernTrustOpen,2016,Feb 18 2016,PGA,2016,NorthernTrustOpenPGA2016
Feb 28 2016,https://www.pgatour.com/tournaments/the-honda-classic/past-results.2016.html,"PGA National (Champion), Palm Beach Gardens, Florida",TheHondaClassic,2016,Feb 25 2016,PGA,2016,TheHondaClassicPGA2016
Mar 6 2016,https://www.pgatour.com/tournaments/wgc-mexico-championship/en/past-results.2016.html,"Trump National Doral, Miami, Florida",WorldGolfChampionships-CadillacChampionship,2016,Mar 3 2016,PGA,2016,WorldGolfChampionships-CadillacChampionshipPGA2016
Mar 13 2016,https://www.pgatour.com/tournaments/valspar-championship/past-results.2016.html,"Innisbrook Resort (Copperhead), Palm Harbor, Florida",ValsparChampionship,2016,Mar 10 2016,PGA,2016,ValsparChampionshipPGA2016
Mar 20 2016,https://www.pgatour.com/tournaments/arnold-palmer-invitational-presented-by-mastercard/past-results.2016.html,"Bay Hill Club & Lodge, Orlando, Florida",ArnoldPalmerInvitationalpresentedbyMasterCard,2016,Mar 17 2016,PGA,2016,ArnoldPalmerInvitationalpresentedbyMasterCardPGA2016
Mar 27 2016,https://www.pgatour.com/tournaments/wgc-dell-technologies-match-play/past-results.2016.html,"Austin Country Club, Austin, Texas",WorldGolfChampionships-DellMatchPlay,2016,Mar 23 2016,PGA,2016,WorldGolfChampionships-DellMatchPlayPGA2016
Mar 27 2016,https://www.pgatour.com/tournaments/puerto-rico-open/past-results.2016.html,"Coco Beach Golf & CC, Rio Grande,  Puerto Rico",PuertoRicoOpenatCocoBeach,2016,Mar 24 2016,PGA,2016,PuertoRicoOpenatCocoBeachPGA2016
Apr 3 2016,https://www.pgatour.com/tournaments/houston-open/past-results.2016.html,"GC of Houston, Humble, Texas",ShellHoustonOpen,2016,Mar 31 2016,PGA,2016,ShellHoustonOpenPGA2016
Apr 10 2016,https://www.pgatour.com/tournaments/masters-tournament/past-results.2016.html,"Augusta National GC, Augusta, Georgia",MastersTournament,2016,Apr 7 2016,PGA,2016,MastersTournamentPGA2016
Apr 17 2016,https://www.pgatour.com/tournaments/rbc-heritage/past-results.2016.html,"Harbour Town GL, Hilton Head, South Carolina",RBCHeritage,2016,Apr 14 2016,PGA,2016,RBCHeritagePGA2016
Apr 24 2016,https://www.pgatour.com/tournaments/valero-texas-open/past-results.2016.html,"TPC San Antonio - AT&T Oaks, San Antonio, Texas",ValeroTexasOpen,2016,Apr 21 2016,PGA,2016,ValeroTexasOpenPGA2016
May 1 2016,https://www.pgatour.com/tournaments/zurich-classic-of-new-orleans/past-results.2016.html,"TPC Louisiana, Avondale, Louisiana",ZurichClassicofNewOrleans,2016,Apr 28 2016,PGA,2016,ZurichClassicofNewOrleansPGA2016
May 8 2016,https://www.pgatour.com/tournaments/wells-fargo-championship/past-results.2016.html,"Quail Hollow Club, Charlotte, North Carolina",WellsFargoChampionship,2016,May 5 2016,PGA,2016,WellsFargoChampionshipPGA2016
May 15 2016,https://www.theplayers.com/past-results.2016.html,"TPC Sawgrass, Ponte Vedra Beach, Florida",THEPLAYERSChampionship,2016,May 12 2016,PGA,2016,THEPLAYERSChampionshipPGA2016
May 22 2016,https://www.pgatour.com/tournaments/at-t-byron-nelson/past-results.2016.html,"TPC Four Seasons Resort, Irving, Texas",AT&TByronNelson,2016,May 19 2016,PGA,2016,AT&TByronNelsonPGA2016
May 29 2016,https://www.pgatour.com/tournaments/charles-schwab-challenge/past-results.2016.html,"Colonial CC, Fort Worth, Texas",DEAN&DELUCAInvitational,2016,May 26 2016,PGA,2016,DEAN&DELUCAInvitationalPGA2016
Jun 5 2016,https://www.pgatour.com/tournaments/the-memorial-tournament-presented-by-nationwide/past-results.2016.html,"Muirfield Village GC, Dublin, Ohio",theMemorialTournamentpresentedbyNationwide,2016,Jun 2 2016,PGA,2016,theMemorialTournamentpresentedbyNationwidePGA2016
Jun 12 2016,https://www.pgatour.com/tournaments/fedex-st-jude-classic/past-results.2016.html,"TPC Southwind, Memphis, Tennessee",FedExSt.JudeClassic,2016,Jun 9 2016,PGA,2016,FedExSt.JudeClassicPGA2016
Jun 19 2016,https://www.pgatour.com/tournaments/us-open/past-results.2016.html,"Oakmont CC, Oakmont, Pennsylvania",U.S.Open,2016,Jun 16 2016,PGA,2016,U.S.OpenPGA2016
Jun 26 2016,https://www.pgatour.com/tournaments/quicken-loans-national/past-results.2016.html,"Congressional CC (Blue), Bethesda, Maryland",QuickenLoansNational,2016,Jun 23 2016,PGA,2016,QuickenLoansNationalPGA2016
Jun 28 2016,,"Rhode Island CC, Barrington, Rhode Island",CVSHealthCharityClassic,2016,Jun 27 2016,PGA,2016,CVSHealthCharityClassicPGA2016
Jul 3 2016,https://www.pgatour.com/tournaments/barracuda-championship/past-results.2016.html,"Montreux G&CC, Reno, Nevada",BarracudaChampionship,2016,Jun 30 2016,PGA,2016,BarracudaChampionshipPGA2016
Jul 3 2016,https://www.pgatour.com/tournaments/wgc-fedex-st-jude-invitational/past-results.2016.html,"Firestone CC (South), Akron, Ohio",WorldGolfChampionships-BridgestoneInvitational,2016,Jun 30 2016,PGA,2016,WorldGolfChampionships-BridgestoneInvitationalPGA2016
Jul 17 2016,https://www.pgatour.com/tournaments/barbasol-championship/past-results.2016.html,"RTJ Trail (Grand National), Auburn/Opelika, Alabama",BarbasolChampionship,2016,Jul 14 2016,PGA,2016,BarbasolChampionshipPGA2016
Jul 17 2016,https://www.pgatour.com/tournaments/the-open-championship/past-results.2016.html,"Royal Troon GC, Ayrshire,  ",TheOpenChampionship,2016,Jul 14 2016,PGA,2016,TheOpenChampionshipPGA2016
Jul 24 2016,https://www.pgatour.com/tournaments/rbc-canadian-open/past-results.2016.html,"Glen Abbey GC, Oakville,Ontario,  ",RBCCanadianOpen,2016,Jul 21 2016,PGA,2016,RBCCanadianOpenPGA2016
Jul 31 2016,https://www.pgatour.com/tournaments/pga-championship/past-results.2016.html,"Baltusrol GC, Springfield, New Jersey",PGAChampionship,2016,Jul 28 2016,PGA,2016,PGAChampionshipPGA2016
Aug 7 2016,https://www.pgatour.com/tournaments/travelers-championship/past-results.2016.html,"TPC River Highlands, Cromwell, Connecticut",TravelersChampionship,2016,Aug 4 2016,PGA,2016,TravelersChampionshipPGA2016
Aug 14 2016,https://www.pgatour.com/tournaments/john-deere-classic/past-results.2016.html,"TPC Deere Run, Silvis, Illinois",JohnDeereClassic,2016,Aug 11 2016,PGA,2016,JohnDeereClassicPGA2016
Aug 14 2016,,"Olympic Golf Course, Rio de Janeiro,  Brazil",OlympicMen'sGolfCompetition,2016,Aug 11 2016,PGA,2016,OlympicMen'sGolfCompetitionPGA2016
Aug 21 2016,https://www.pgatour.com/tournaments/wyndham-championship/past-results.2016.html,"Sedgefield CC, Greensboro, North Carolina",WyndhamChampionship,2016,Aug 18 2016,PGA,2016,WyndhamChampionshipPGA2016
Aug 28 2016,https://www.pgatour.com/tournaments/the-northern-trust/past-results.2016.html,"Bethpage State Park (Black), Bethpage, New York",TheBarclays,2016,Aug 25 2016,PGA,2016,TheBarclaysPGA2016
Sep 5 2016,https://www.pgatour.com/tournaments/dell-technologies-championship/past-results.2016.html,"TPC Boston, Norton, Massachusetts",DeutscheBankChampionship,2016,Sep 2 2016,PGA,2016,DeutscheBankChampionshipPGA2016
Sep 11 2016,https://www.pgatour.com/tournaments/bmw-championship/past-results.2016.html,"Crooked Stick GC, Carmel, Indiana",BMWChampionship,2016,Sep 8 2016,PGA,2016,BMWChampionshipPGA2016
Sep 25 2016,https://www.pgatour.com/tournaments/tour-championship/past-results.2016.html,"East Lake GC, Atlanta, Georgia",TOURChampionship,2016,Sep 22 2016,PGA,2016,TOURChampionshipPGA2016
Oct 2 2016,https://www.pgatour.com/tournaments/ryder-cup/past-results.2016.html,"Hazeltine National GC, Chaska, Minnesota",RyderCup,2016,Sep 30 2016,PGA,2016,RyderCupPGA2016
Oct 16 2016,https://www.pgatour.com/tournaments/safeway-open/past-results.2017.html,"Silverado Resort&Spa (North), Napa, California",SafewayOpen,2017,Oct 13 2016,PGA,2016,SafewayOpenPGA2017
Oct 23 2016,https://www.pgatour.com/tournaments/cimb-classic/past-results.2017.html,"TPC Kuala Lumpur, Kuala Lumpur,  Malaysia",CIMBClassic,2017,Oct 20 2016,PGA,2016,CIMBClassicPGA2017
Oct 30 2016,https://www.pgatour.com/tournaments/sanderson-farms-championship/past-results.2017.html,"CC of Jackson, Jackson, Mississippi",SandersonFarmsChampionship,2017,Oct 27 2016,PGA,2016,SandersonFarmsChampionshipPGA2017
Oct 30 2016,https://www.pgatour.com/tournaments/wgc-hsbc-champions/past-results.2017.html,"Sheshan International GC, Shanghai,  China",WorldGolfChampionships-HSBCChampions,2017,Oct 27 2016,PGA,2016,WorldGolfChampionships-HSBCChampionsPGA2017
Nov 6 2016,https://www.pgatour.com/tournaments/shriners-hospitals-for-children-open/past-results.2017.html,"TPC Summerlin, Las Vegas, Nevada",ShrinersHospitalsforChildrenOpen,2017,Nov 3 2016,PGA,2016,ShrinersHospitalsforChildrenOpenPGA2017
Nov 13 2016,https://www.pgatour.com/tournaments/mayakoba-golf-classic/past-results.2017.html,"El Camaleon GC, Playa del Carmen,  Mexico",OHLClassicatMayakoba,2017,Nov 10 2016,PGA,2016,OHLClassicatMayakobaPGA2017
Nov 20 2016,https://www.pgatour.com/tournaments/the-rsm-classic/past-results.2017.html,"Sea Island Resort (Seaside), Sea Island, Georgia",TheRSMClassic,2017,Nov 17 2016,PGA,2016,TheRSMClassicPGA2017
Nov 27 2016,https://www.pgatour.com/tournaments/isps-handa-melbourne-world-cup-of-golf/past-results.2017.html,"Kingston Heath Golf Club, Melbourne,  Australia",ISPSHANDAWorldCupofGolf,2017,Nov 24 2016,PGA,2016,ISPSHANDAWorldCupofGolfPGA2017
Dec 4 2016,https://www.pgatour.com/tournaments/hero-world-challenge/past-results.2017.html,"Albany, New Providence,  Bahamas",HeroWorldChallenge,2017,Dec 1 2016,PGA,2016,HeroWorldChallengePGA2017
Dec 10 2016,https://www.pgatour.com/tournaments/qbe-shootout/past-results.2017.html,"Tiburon GC, Naples, Florida",FranklinTempletonShootout,2017,Dec 8 2016,PGA,2016,FranklinTempletonShootoutPGA2017
Jan 8 2017,https://www.pgatour.com/tournaments/sentry-tournament-of-champions/past-results.2017.html,"Plantation Course at Kapalua, Kapalua, Maui, Hawaii",SBSTournamentofChampions,2017,Jan 5 2017,PGA,2017,SBSTournamentofChampionsPGA2017
Jan 15 2017,https://www.pgatour.com/tournaments/sony-open-in-hawaii/past-results.2017.html,"Waialae CC, Honolulu, Hawaii",SonyOpeninHawaii,2017,Jan 12 2017,PGA,2017,SonyOpeninHawaiiPGA2017
Jan 22 2017,https://www.pgatour.com/tournaments/desert-classic/past-results.2017.html,"PGA WEST TPC Stadium Course, La Quinta, California",CareerBuilderChallenge,2017,Jan 19 2017,PGA,2017,CareerBuilderChallengePGA2017
Jan 29 2017,https://www.pgatour.com/tournaments/farmers-insurance-open/past-results.2017.html,"Torrey Pines GC (South), San Diego, California",FarmersInsuranceOpen,2017,Jan 26 2017,PGA,2017,FarmersInsuranceOpenPGA2017
Feb 5 2017,https://www.pgatour.com/tournaments/waste-management-phoenix-open/past-results.2017.html,"TPC Scottsdale, Scottsdale, Arizona",WasteManagementPhoenixOpen,2017,Feb 2 2017,PGA,2017,WasteManagementPhoenixOpenPGA2017
Feb 12 2017,https://www.pgatour.com/tournaments/at-t-pebble-beach-pro-am/past-results.2017.html,"Pebble Beach GL, Pebble Beach, California",AT&TPebbleBeachPro-Am,2017,Feb 9 2017,PGA,2017,AT&TPebbleBeachPro-AmPGA2017
Feb 19 2017,https://www.pgatour.com/tournaments/genesis-open/past-results.2017.html,"Riviera CC, Pacific Palisades, California",GenesisOpen,2017,Feb 16 2017,PGA,2017,GenesisOpenPGA2017
Feb 26 2017,https://www.pgatour.com/tournaments/the-honda-classic/past-results.2017.html,"PGA National (Champion), Palm Beach Gardens, Florida",TheHondaClassic,2017,Feb 23 2017,PGA,2017,TheHondaClassicPGA2017
